X,Y,NUME,JUDET,PRESCURTARE_JUDET
25.98,43.94,Remus,Giurgiu,GR
25.66,44.01,Toporu,Giurgiu,GR
25.78,44.05,Chiriacu,Giurgiu,GR
25.71,44.32,Clejani,Giurgiu,GR
26.31,44.17,Isvoarele,Giurgiu,GR
25.76,44.15,Naipu,Giurgiu,GR
25.67,44.09,Rasuceni,Giurgiu,GR
25.71,44.49,Stoenesti,Giurgiu,GR
25.95,44.23,Singureni,Giurgiu,GR
25.78,44.03,Izvoarele,Giurgiu,GR
25.84,43.93,Stanesti,Giurgiu,GR
25.71,43.74,Gaujani,Giurgiu,GR
25.63,44.43,Crevedia Mare,Giurgiu,GR
25.74,43.91,Putineiu,Giurgiu,GR
26.17,44.21,Gradistea,Giurgiu,GR
25.97,44.15,Uzunu,Giurgiu,GR
25.8,44.35,Padureni,Giurgiu,GR
26.19,44.23,Campurelu,Giurgiu,GR
26,44.17,Calugareni,Giurgiu,GR
25.55,44.49,Vanatorii Mari,Giurgiu,GR
26.12,44.06,Pietrele,Giurgiu,GR
25.73,44.08,Cucuruzu,Giurgiu,GR
25.53,44.41,Sadina,Giurgiu,GR
25.69,44.2,Letca Veche,Giurgiu,GR
25.7,44.27,Milcovatu,Giurgiu,GR
25.89,44.48,Bacu,Giurgiu,GR
25.99,44.3,Novaci,Giurgiu,GR
25.82,44.42,Tantava,Giurgiu,GR
25.88,44.26,Iepuresti,Giurgiu,GR
25.82,44.39,Gradinari,Giurgiu,GR
25.96,44.3,Popesti,Giurgiu,GR
25.77,44.18,Copaciu,Giurgiu,GR
26.06,44.18,Branistari,Giurgiu,GR
25.74,44.23,Letca Noua,Giurgiu,GR
25.65,44.4,Dealu,Giurgiu,GR
25.81,44.28,Bulbucata,Giurgiu,GR
25.67,43.73,Pietrisu,Giurgiu,GR
25.66,44.37,Bucsani,Giurgiu,GR
25.78,44.49,Ulmi,Giurgiu,GR
26.18,44.19,Falastoaca,Giurgiu,GR
26.19,44.08,Puieni,Giurgiu,GR
25.81,44.38,Zorile,Giurgiu,GR
25.71,43.86,Gogosari,Giurgiu,GR
25.99,44.01,Plopsoru,Giurgiu,GR
25.93,43.95,Cetatea,Giurgiu,GR
25.75,44.49,Icoana,Giurgiu,GR
25.81,43.89,Vieru,Giurgiu,GR
25.61,44.44,Crevedia Mica,Giurgiu,GR
25.78,44.39,Hobaia,Giurgiu,GR
26.12,44.19,Budeni,Giurgiu,GR
25.64,43.98,Tomulesti,Giurgiu,GR
25.66,43.89,Izvoru,Giurgiu,GR
25.98,44.21,Cranguri,Giurgiu,GR
25.77,44.47,Poenari,Giurgiu,GR
25.54,44.51,Izvoru,Giurgiu,GR
25.79,44.43,Crivina,Giurgiu,GR
25.93,44.25,Stejaru,Giurgiu,GR
25.56,44.49,Vanatorii Mici,Giurgiu,GR
26.25,44.17,Mironesti,Giurgiu,GR
25.68,44.34,Vadu Lat,Giurgiu,GR
25.82,44.17,Camineasca,Giurgiu,GR
25.63,44.53,Carpenisu,Giurgiu,GR
25.83,44.08,Valea Bujorului,Giurgiu,GR
25.59,44.51,Poiana lui Stanga,Giurgiu,GR
25.88,43.93,Ghizdaru,Giurgiu,GR
26.02,44.03,Frasinu,Giurgiu,GR
25.86,44.1,Vlasin,Giurgiu,GR
25.85,44.17,Bila,Giurgiu,GR
26.09,44.24,Varlaam,Giurgiu,GR
25.71,44.39,Podisor,Giurgiu,GR
25.74,44.53,Draganeasca,Giurgiu,GR
25.7,44.45,Suseni,Giurgiu,GR
25.82,44.24,Valea Plopilor,Giurgiu,GR
25.59,44.36,Goleasca,Giurgiu,GR
25.75,44.31,Podu Doamnei,Giurgiu,GR
25.75,44.31,Neajlov,Giurgiu,GR
25.86,44.28,Gorneni,Giurgiu,GR
25.59,44.46,Gaiseanca,Giurgiu,GR
25.88,43.96,Oncesti,Giurgiu,GR
26.11,44.24,Mogosesti,Giurgiu,GR
25.56,44.4,Roata Mica,Giurgiu,GR
25.79,43.9,Hodivoaia,Giurgiu,GR
25.8,44.48,Ghionea,Giurgiu,GR
25.92,43.92,Balanu,Giurgiu,GR
25.78,44.46,Mosteni,Giurgiu,GR
25.88,44.35,Posta,Giurgiu,GR
26.35,44.14,Putu Greci,Giurgiu,GR
25.82,44.29,Teisori,Giurgiu,GR
25.53,44.5,Cupele,Giurgiu,GR
25.6,44.44,Sfantu Gheorghe,Giurgiu,GR
25.61,44.36,Uiesti,Giurgiu,GR
25.89,44.34,Draganescu,Giurgiu,GR
26,44.16,Crucea de Piatra,Giurgiu,GR
25.84,44.14,Schitu,Giurgiu,GR
26.31,44.13,Zboiu,Giurgiu,GR
25.66,44.35,Obedeni,Giurgiu,GR
25.57,44.48,Corbeanca,Giurgiu,GR
25.82,44.01,Radu Voda,Giurgiu,GR
26.03,44.02,Sfantu Gheorghe,Giurgiu,GR
25.74,44.32,Sterea,Giurgiu,GR
25.82,44.03,Dimitrie Cantemir,Giurgiu,GR
26.28,44.17,Teiusu,Giurgiu,GR
25.93,44.14,Ianculesti,Giurgiu,GR
25.85,44.27,Stalpu,Giurgiu,GR
25.74,43.76,Cetatuia,Giurgiu,GR
26.37,44.21,Milosesti,Giurgiu,GR
25.61,44.52,Podu Popa Nae,Giurgiu,GR
25.79,44.1,Petru Rares,Giurgiu,GR
25.69,43.86,Ralesti,Giurgiu,GR
25.75,44.52,Cascioarele,Giurgiu,GR
25.86,44.14,Mirau,Giurgiu,GR
25.58,44.47,Zadariciu,Giurgiu,GR
25.83,44.29,Facau,Giurgiu,GR
25.68,43.86,Draghiceanu,Giurgiu,GR
25.57,44.47,Valcele,Giurgiu,GR
25.59,44.45,Priboiu,Giurgiu,GR
25.64,44.34,Anghelesti,Giurgiu,GR
25.87,44.24,Valter Maracineanu,Giurgiu,GR
25.72,44.1,Carapancea,Giurgiu,GR
25.89,44.27,Banesti,Giurgiu,GR
25.64,44.06,Satu Nou,Giurgiu,GR
25.92,44.26,Chirculesti,Giurgiu,GR
25.83,44.31,Coteni,Giurgiu,GR
25.82,44.32,Podu Ilfovatului,Giurgiu,GR
26.05,43.95,Comasca,Giurgiu,GR
23.28,45.04,Targu Jiu,Gorj,GJ
22.97,44.8,Motru,Gorj,GJ
23.18,44.93,Rovinari,Gorj,GJ
23.38,45.18,Bumbesti-Jiu,Gorj,GJ
23.09,44.85,Matasari,Gorj,GJ
23.39,44.88,Ticleni,Gorj,GJ
23.52,44.96,Targu Carbunesti,Gorj,GJ
23.38,44.67,Turceni,Gorj,GJ
23.76,45.17,Baia de Fier,Gorj,GJ
23.67,45.18,Novaci,Gorj,GJ
23.53,44.62,Floresti,Gorj,GJ
23.81,45.17,Polovragi,Gorj,GJ
23.27,44.87,Balteni,Gorj,GJ
23.49,44.6,Tantareni,Gorj,GJ
23.2,45.01,Ceauru,Gorj,GJ
23.3,44.85,Pesteana Jiu,Gorj,GJ
22.95,45.05,Tismana,Gorj,GJ
23.21,45.02,Balesti,Gorj,GJ
23.29,44.8,Urdari,Gorj,GJ
23.59,45.07,Bengesti,Gorj,GJ
23.6,45.03,Albeni,Gorj,GJ
23.53,44.65,Poiana,Gorj,GJ
23.32,44.76,Stramba Jiu,Gorj,GJ
23.77,45.05,Rosia de Amaradia,Gorj,GJ
23.64,45.15,Pociovalistea,Gorj,GJ
23.63,44.68,Stoina,Gorj,GJ
23.52,44.72,Turburea,Gorj,GJ
23.2,45.09,Lelesti,Gorj,GJ
23.49,44.74,Aninoasa,Gorj,GJ
22.88,45.06,Sohodol,Gorj,GJ
23.31,44.83,Cocoreni,Gorj,GJ
23.17,45.14,Dobrita,Gorj,GJ
23.14,44.82,Dragotesti,Gorj,GJ
23.1,45.12,Balta,Gorj,GJ
23.27,44.83,Pesteana de Jos,Gorj,GJ
23.43,44.62,Ionesti,Gorj,GJ
23.55,44.79,Andreesti,Gorj,GJ
23.48,44.81,Saulesti,Gorj,GJ
23.08,45,Telesti,Gorj,GJ
22.97,45.01,Godinesti,Gorj,GJ
23.05,45.08,Pestisani,Gorj,GJ
23.15,44.74,Covrigi,Gorj,GJ
23.73,44.96,Bustuchin,Gorj,GJ
22.99,44.82,Plostina,Gorj,GJ
23.14,45.12,Runcu,Gorj,GJ
22.8,45.07,Closani,Gorj,GJ
22.92,45.04,Pocruia,Gorj,GJ
23.48,44.99,Pojogeni,Gorj,GJ
23.46,45.14,Musetesti,Gorj,GJ
23.44,44.73,Costesti,Gorj,GJ
23.58,45.18,Carpinis,Gorj,GJ
23.31,45.1,Turcinesti,Gorj,GJ
23.44,44.79,Sterpoaia,Gorj,GJ
23.57,44.83,Vladimir,Gorj,GJ
23.53,44.88,Viersani,Gorj,GJ
23.28,44.69,Borascu,Gorj,GJ
23.24,44.89,Vladuleni,Gorj,GJ
23.63,45.11,Balcesti,Gorj,GJ
23.75,44.85,Piscoiu,Gorj,GJ
23.08,45.11,Valea Mare,Gorj,GJ
23.69,45.13,Bumbesti-Pitic,Gorj,GJ
22.79,45.06,Motru Sec,Gorj,GJ
23.21,44.9,Moi,Gorj,GJ
23.39,44.78,Piscuri,Gorj,GJ
23.39,44.74,Valeni,Gorj,GJ
23.23,44.98,Dragutesti,Gorj,GJ
23.48,44.63,Capu Dealului,Gorj,GJ
23.21,44.96,Carbesti,Gorj,GJ
22.96,44.81,Lupoaia,Gorj,GJ
23.25,44.99,Iasi-Gorj,Gorj,GJ
23.4,45.03,Pistestii din Deal,Gorj,GJ
23.69,45.11,Carligei,Gorj,GJ
23.31,44.78,Fantanele,Gorj,GJ
23.53,44.82,Frasin,Gorj,GJ
23.72,45.18,Cernadia,Gorj,GJ
23.27,44.96,Urechesti,Gorj,GJ
23.73,44.99,Poiana Seciuri,Gorj,GJ
23.61,45.12,Ciocadia,Gorj,GJ
23.08,44.72,Vagiulesti,Gorj,GJ
23.71,45.06,Bucsana,Gorj,GJ
23.33,44.81,Olari,Gorj,GJ
23.39,45.12,Tetila,Gorj,GJ
23.55,44.95,Carbunesti-Sat,Gorj,GJ
23.61,44.85,Totea,Gorj,GJ
23.2,44.72,Valea,Gorj,GJ
23.66,44.99,Lihulesti,Gorj,GJ
23.16,44.8,Corobai,Gorj,GJ
22.98,44.86,Rosiuta,Gorj,GJ
22.9,45.02,Costeni,Gorj,GJ
23.73,45.02,Seciurile,Gorj,GJ
23.69,44.77,Stejari,Gorj,GJ
23.53,45.17,Crasna,Gorj,GJ
23.6,45.19,Radosi,Gorj,GJ
23.68,44.7,Slavuta,Gorj,GJ
23.21,44.81,Ursoaia,Gorj,GJ
23.35,44.79,Plopsoru,Gorj,GJ
22.86,45.02,Pades,Gorj,GJ
23.16,44.89,Rosia Jiu,Gorj,GJ
23.26,45.16,Curpen,Gorj,GJ
23.36,44.77,Sardanesti,Gorj,GJ
23.71,44.87,Targu Logresti,Gorj,GJ
23.51,45.03,Bobu,Gorj,GJ
23.74,45.14,Poienari,Gorj,GJ
22.82,45.05,Calugareni,Gorj,GJ
23.36,44.71,Murgesti,Gorj,GJ
23.39,45.06,Balanesti,Gorj,GJ
23.77,44.82,Obarsia,Gorj,GJ
23.52,44.7,Sipotu,Gorj,GJ
23.34,45.04,Dragoeni,Gorj,GJ
23.48,44.72,Groserea,Gorj,GJ
23.36,45.1,Curtisoara,Gorj,GJ
23.62,44.61,Maiag,Gorj,GJ
23.23,45.03,Slobozia,Gorj,GJ
23.35,45.17,Gornacel,Gorj,GJ
23.4,44.72,Izvoarele,Gorj,GJ
23.4,45.02,Budieni,Gorj,GJ
23.08,45.06,Bradiceni,Gorj,GJ
23.11,44.96,Somanesti,Gorj,GJ
23.06,45.09,Francesti,Gorj,GJ
23.62,44.92,Licurici,Gorj,GJ
23.24,44.95,Talvesti,Gorj,GJ
23.22,44.79,Artanu,Gorj,GJ
23.19,45,Tamasesti,Gorj,GJ
23.13,44.98,Buduhala,Gorj,GJ
22.93,45.01,Celei,Gorj,GJ
23.53,44.91,Jupanesti,Gorj,GJ
23.64,44.84,Negreni,Gorj,GJ
23.24,45.12,Stanesti,Gorj,GJ
23.49,44.78,Bibesti,Gorj,GJ
23.64,45.04,Calugareasa,Gorj,GJ
23.17,44.7,Miluta,Gorj,GJ
23.29,45.18,Schela,Gorj,GJ
23.34,45.14,Sambotin,Gorj,GJ
23.14,44.78,Slivilesti,Gorj,GJ
23.51,45.15,Dumbraveni,Gorj,GJ
23.18,44.83,Negomir,Gorj,GJ
23.04,44.76,Samarinesti,Gorj,GJ
23.77,45.02,Ruget,Gorj,GJ
23.58,44.7,Bulbuceni,Gorj,GJ
23.05,44.82,Miculesti,Gorj,GJ
23.32,44.68,Calaparu,Gorj,GJ
23.46,45.08,Glodeni,Gorj,GJ
23.16,45.03,Talpasesti,Gorj,GJ
23.2,44.75,Balacesti,Gorj,GJ
23.79,45.12,Sarbesti,Gorj,GJ
23.54,45.11,Sacelu,Gorj,GJ
23.4,44.64,Iliesti,Gorj,GJ
23.47,45.02,Scoarta,Gorj,GJ
23.29,45.14,Rugi,Gorj,GJ
23.28,44.82,Hotaroasa,Gorj,GJ
23.11,44.78,Stramtu,Gorj,GJ
23.24,45.05,Barsesti,Gorj,GJ
23.35,45.06,Preajba Mare,Gorj,GJ
23.64,45.18,Hirisesti,Gorj,GJ
23.51,44.87,Barbatesti,Gorj,GJ
23.66,44.63,Cruset,Gorj,GJ
23.56,44.66,Cocorova,Gorj,GJ
23.04,44.96,Calnicu de Sus,Gorj,GJ
23.26,45.01,Romanesti,Gorj,GJ
23.8,45.1,Alimpesti,Gorj,GJ
23.57,44.98,Stefanesti,Gorj,GJ
23.1,44.91,Pinoasa,Gorj,GJ
23.51,45.18,Dragoiesti,Gorj,GJ
23.84,45.17,Racovita,Gorj,GJ
23.01,44.79,Horasti,Gorj,GJ
23.12,45.12,Baltisoara,Gorj,GJ
23.57,44.86,Valea Desului,Gorj,GJ
23.66,44.73,Balosani,Gorj,GJ
23.61,45.17,Aninisu din Vale,Gorj,GJ
23.03,45.1,Borosteni,Gorj,GJ
23.07,44.87,Bradet,Gorj,GJ
23.55,45.14,Blahnita de Sus,Gorj,GJ
23.72,45.09,Zorlesti,Gorj,GJ
22.91,44.93,Glogova,Gorj,GJ
23.65,44.8,Hurezani,Gorj,GJ
23.32,45.09,Iezureni,Gorj,GJ
23.18,44.78,Trestioara,Gorj,GJ
23.52,45.09,Magheresti,Gorj,GJ
23.22,44.69,Mentii din Dos,Gorj,GJ
22.92,44.89,Olteanu,Gorj,GJ
23.73,44.93,Valea Pojarului,Gorj,GJ
23.46,44.65,Branesti,Gorj,GJ
23.02,44.86,Runcurel,Gorj,GJ
23.18,45.05,Rasova,Gorj,GJ
23.6,45.01,Bolbocesti,Gorj,GJ
23.76,44.79,Radinesti,Gorj,GJ
23.63,44.75,Capreni,Gorj,GJ
23.32,45.12,Cartiu,Gorj,GJ
23.04,45.11,Gureni,Gorj,GJ
23.13,45.08,Arcani,Gorj,GJ
23.33,44.74,Valea Viei,Gorj,GJ
22.97,45.07,Gornovita,Gorj,GJ
23.69,45.07,Prigoria,Gorj,GJ
23.3,44.97,Vacarea,Gorj,GJ
23.1,44.83,Croici,Gorj,GJ
23.25,44.72,Ohaba Jiu,Gorj,GJ
23.43,45.03,Copacioasa,Gorj,GJ
23.54,45.19,Crasna din Deal,Gorj,GJ
23.51,44.85,Petresti,Gorj,GJ
23.21,45.14,Suseni,Gorj,GJ
23.41,44.7,Ceplea,Gorj,GJ
22.99,44.79,Insuratei,Gorj,GJ
23.64,44.67,Paisani,Gorj,GJ
23.5,44.69,Parau,Gorj,GJ
23.36,45.18,Plesa,Gorj,GJ
23.19,44.88,Farcasesti Mosneni,Gorj,GJ
23.2,44.95,Dambova,Gorj,GJ
23.26,44.85,Valea cu Apa,Gorj,GJ
23.35,44.73,Garbovu,Gorj,GJ
23.07,44.96,Calnic,Gorj,GJ
23.08,44.81,Tehomir,Gorj,GJ
23.7,44.85,Frunza,Gorj,GJ
23.51,45.12,Buzesti,Gorj,GJ
23.75,44.91,Maru,Gorj,GJ
23.76,44.77,Halangesti,Gorj,GJ
23.71,45.17,Bercesti,Gorj,GJ
23.12,44.8,Cojmanesti,Gorj,GJ
22.92,44.85,Valea Perilor,Gorj,GJ
23.1,44.75,Murgilesti,Gorj,GJ
23.16,44.76,Sura,Gorj,GJ
23.69,44.65,Valuta,Gorj,GJ
23.47,45.18,Stancesti,Gorj,GJ
23.67,44.81,Busuioci,Gorj,GJ
23.44,44.59,Picu,Gorj,GJ
22.94,44.99,Racoti,Gorj,GJ
22.94,44.82,Valea Manastirii,Gorj,GJ
23.34,44.98,Barza,Gorj,GJ
23.42,44.95,Floresteni,Gorj,GJ
23.67,45.03,Negoiesti,Gorj,GJ
23.21,44.74,Bolboasa,Gorj,GJ
22.97,45.08,Topesti,Gorj,GJ
23.01,44.94,Ciuperceni,Gorj,GJ
23.65,44.66,Urda de Sus,Gorj,GJ
22.99,44.96,Parau de Pripor,Gorj,GJ
22.95,44.8,Rapa,Gorj,GJ
23.53,44.68,Spahii,Gorj,GJ
23.68,45.14,Sitesti,Gorj,GJ
23.15,45.04,Stolojani,Gorj,GJ
22.86,45,Apa Neagra,Gorj,GJ
22.91,45.03,Isvarna,Gorj,GJ
23.15,45,Cornesti,Gorj,GJ
23.76,44.73,Danciulesti,Gorj,GJ
22.82,45.05,Orzesti,Gorj,GJ
23.12,44.88,Timiseni,Gorj,GJ
23.51,44.89,Socu,Gorj,GJ
22.92,44.91,Iormanesti,Gorj,GJ
23.77,44.81,Bibulesti,Gorj,GJ
23.42,45.13,Lazaresti,Gorj,GJ
23.75,44.93,Seaca,Gorj,GJ
22.84,45.03,Vaieni,Gorj,GJ
23.7,44.94,Pojaru,Gorj,GJ
23.13,44.95,Vart,Gorj,GJ
23.54,44.93,Parau Boia,Gorj,GJ
23.26,44.75,Condeiesti,Gorj,GJ
23.32,45,Bucureasa,Gorj,GJ
22.98,45.09,Valcele,Gorj,GJ
23.63,44.7,Ciorari,Gorj,GJ
23.23,45.08,Ursati,Gorj,GJ
23.68,44.99,Poienita,Gorj,GJ
23.42,45.09,Voitestii de Vale,Gorj,GJ
22.98,44.91,Vartopu,Gorj,GJ
23.5,44.82,Dolcesti,Gorj,GJ
23.68,44.74,Bacesti,Gorj,GJ
23.7,44.61,Mierea,Gorj,GJ
23.79,45.08,Corsoru,Gorj,GJ
23.32,44.98,Danesti,Gorj,GJ
23.22,45.12,Fratesti,Gorj,GJ
23.62,44.74,Cornetu,Gorj,GJ
22.91,44.86,Catunele,Gorj,GJ
23.51,44.83,Musculesti,Gorj,GJ
23.47,44.85,Purcaru,Gorj,GJ
23.63,44.88,Frumusei,Gorj,GJ
23.49,44.67,Gilortu,Gorj,GJ
23.06,44.74,Carciu,Gorj,GJ
23.28,44.75,Nucetu,Gorj,GJ
23.13,44.91,Rogojel,Gorj,GJ
23.68,44.83,Coltesti,Gorj,GJ
22.97,45.05,Vanata,Gorj,GJ
23.39,44.98,Sasa,Gorj,GJ
23.66,44.86,Galcesti,Gorj,GJ
23.04,44.91,Stramba Vulcan,Gorj,GJ
23.67,45.05,Dobrana,Gorj,GJ
23.14,45.1,Sanatesti,Gorj,GJ
23.18,44.76,Siacu,Gorj,GJ
23.67,44.91,Berlesti,Gorj,GJ
23.43,45.12,Grui,Gorj,GJ
23.36,44.93,Bratuia,Gorj,GJ
23.22,44.86,Farcasesti,Gorj,GJ
23.43,44.61,Gura Susitei,Gorj,GJ
23.51,44.93,Vidin,Gorj,GJ
23.79,45.14,Ciupercenii de Oltet,Gorj,GJ
23.64,44.79,Pegeni,Gorj,GJ
23.63,44.63,Urda de Jos,Gorj,GJ
23.23,44.75,Bolbosi,Gorj,GJ
23.66,44.89,Scrada,Gorj,GJ
23.52,44.75,Bobaia,Gorj,GJ
23.55,45,Cojani,Gorj,GJ
23.24,44.77,Paltinu,Gorj,GJ
23.48,45.02,Lazuri,Gorj,GJ
23.7,44.92,Popesti,Gorj,GJ
23.67,44.94,Parau Viu,Gorj,GJ
23.38,44.69,Jiltu,Gorj,GJ
23.12,44.7,Valea Motrului,Gorj,GJ
23.63,44.77,Satu Nou,Gorj,GJ
23.48,45.1,Ohaba,Gorj,GJ
23.43,44.95,Cretesti,Gorj,GJ
23.14,45.06,Campofeni,Gorj,GJ
23.06,45.05,Hobita,Gorj,GJ
23.7,44.91,Logresti Mosteni,Gorj,GJ
22.97,44.93,Pesteana Vulcan,Gorj,GJ
23.15,45.1,Rachiti,Gorj,GJ
23.62,44.78,Cetatea,Gorj,GJ
23.8,45.09,Nistoresti,Gorj,GJ
23.6,45.04,Mirosloveni,Gorj,GJ
23.57,44.62,Chiciora,Gorj,GJ
23.54,45.07,Haiesti,Gorj,GJ
23.6,44.79,Plopu,Gorj,GJ
22.99,44.81,Dealu Pomilor,Gorj,GJ
23.61,44.72,Bratesti,Gorj,GJ
23.37,44.79,Deleni,Gorj,GJ
23.36,44.99,Ungureni,Gorj,GJ
23.45,45.1,Voitestii din Deal,Gorj,GJ
23,44.98,Parau de Vale,Gorj,GJ
23.62,45.18,Aninisu din Deal,Gorj,GJ
23.59,45.1,Bircii,Gorj,GJ
23.25,45.14,Alexeni,Gorj,GJ
23.03,44.77,Boca,Gorj,GJ
23.15,45.06,Stroiesti,Gorj,GJ
23.62,44.82,Totea de Hurezani,Gorj,GJ
23.66,44.62,Miericeaua,Gorj,GJ
23.65,44.69,Toiaga,Gorj,GJ
23.32,45.15,Arsuri,Gorj,GJ
23.54,45.05,Mogosani,Gorj,GJ
23.33,44.71,Scorusu,Gorj,GJ
23.8,45.06,Sitoaia,Gorj,GJ
23.29,44.74,Baniu,Gorj,GJ
23.29,44.99,Botorogi,Gorj,GJ
23.43,44.68,Cursaru,Gorj,GJ
23.64,45.02,Prunesti,Gorj,GJ
22.97,44.97,Calcesti,Gorj,GJ
23.49,45.17,Stancesti Larga,Gorj,GJ
23.09,44.93,Galesoaia,Gorj,GJ
23.13,44.85,Bohorel,Gorj,GJ
23.38,44.94,Trocani,Gorj,GJ
23.03,44.84,Stiucani,Gorj,GJ
23.29,45.15,Horezu,Gorj,GJ
23.69,44.6,Slamnesti,Gorj,GJ
23.37,44.95,Merfulesti,Gorj,GJ
23.35,44.93,Tarculesti,Gorj,GJ
23.53,45.02,Colibasi,Gorj,GJ
23.27,45.1,Calesti,Gorj,GJ
23.22,44.74,Miclosu,Gorj,GJ
22.92,44.83,Steic,Gorj,GJ
23,44.8,Leurda,Gorj,GJ
23.75,44.74,Zaicoiu,Gorj,GJ
23.73,44.82,Popesti Stejari,Gorj,GJ
23.45,44.96,Curteana,Gorj,GJ
23.03,45.01,Seuca,Gorj,GJ
23.65,44.95,Barzeiu,Gorj,GJ
23.14,45.03,Gavanesti,Gorj,GJ
23.26,44.76,Raci,Gorj,GJ
23.23,45.16,Valari,Gorj,GJ
23.42,44.69,Brosteni,Gorj,GJ
23.24,45.07,Polata,Gorj,GJ
23.44,45.14,Barcaciu,Gorj,GJ
22.9,44.95,Camuiesti,Gorj,GJ
23.04,44.94,Pieptani,Gorj,GJ
22.9,44.91,Clesnesti,Gorj,GJ
23.24,44.78,Orzu,Gorj,GJ
22.9,44.85,Dealu Viilor,Gorj,GJ
23.25,44.69,Gura Menti,Gorj,GJ
23.03,44.76,Valea Bisericii,Gorj,GJ
23.06,44.88,Bradetel,Gorj,GJ
22.69,45.13,Cerna-Sat,Gorj,GJ
23.43,45.02,Ceratu de Copacioasa,Gorj,GJ
23.17,45.08,Rasovita,Gorj,GJ
23.47,44.69,Badesti,Gorj,GJ
23.46,44.94,Macesu,Gorj,GJ
23.44,45.03,Lintea,Gorj,GJ
23.24,44.73,Igirosu,Gorj,GJ
23.63,44.97,Scurtu,Gorj,GJ
23.7,45.04,Burlani,Gorj,GJ
23.45,44.66,Brebenei,Gorj,GJ
23.7,44.69,Marinesti,Gorj,GJ
23.05,44.74,Valea Poienii,Gorj,GJ
23.26,45.11,Obreja,Gorj,GJ
23.03,44.8,Bazavani,Gorj,GJ
23.07,44.77,Larga,Gorj,GJ
23.64,44.74,Alunis,Gorj,GJ
23.77,45.08,Becheni,Gorj,GJ
22.95,44.98,Arjoci,Gorj,GJ
23.07,44.94,Hodoreasca,Gorj,GJ
23.27,45.19,Vaidei,Gorj,GJ
23.04,44.79,Duculesti,Gorj,GJ
23.05,44.78,Tirioi,Gorj,GJ
23.76,44.72,Petrachei,Gorj,GJ
23.72,45.02,Stejaru,Gorj,GJ
23.7,44.98,Namete,Gorj,GJ
23.25,45.01,Voinigesti,Gorj,GJ
22.96,44.85,Lupoita,Gorj,GJ
22.92,44.96,Ratez,Gorj,GJ
23.52,45.01,Blahnita de Jos,Gorj,GJ
23.68,44.98,Motorgi,Gorj,GJ
23.22,45.16,Parvulesti,Gorj,GJ
23.26,45.09,Balani,Gorj,GJ
23.25,44.77,Valea Racilor,Gorj,GJ
23.66,44.67,Mielusei,Gorj,GJ
23.03,44.96,Didilesti,Gorj,GJ
23.69,44.63,Bojinu,Gorj,GJ
23.58,44.64,Arpadia,Gorj,GJ
23.43,45.09,Canepesti,Gorj,GJ
22.96,44.94,Boboiesti,Gorj,GJ
23.55,45.04,Campu Mare,Gorj,GJ
23.02,44.96,Valceaua,Gorj,GJ
23.66,44.68,Ulmet,Gorj,GJ
23.43,45.14,Gamani,Gorj,GJ
23.6,45,Barzeiu de Gilort,Gorj,GJ
23.27,45.1,Mazaroi,Gorj,GJ
22.97,44.93,Priporu,Gorj,GJ
23.68,44.97,Cionti,Gorj,GJ
23.44,44.67,Brostenii de Sus,Gorj,GJ
23.43,45.18,Arseni,Gorj,GJ
23.5,45.11,Blidari,Gorj,GJ
23.77,45.07,Dealu Viei,Gorj,GJ
23.58,44.99,Doseni,Gorj,GJ
22.93,44.98,Chiliu,Gorj,GJ
23.72,44.73,Dealu Leului,Gorj,GJ
23.1,44.78,Valea Mica,Gorj,GJ
23.63,44.76,Dealu Spirei,Gorj,GJ
23,44.93,Zorzila,Gorj,GJ
23.33,45.15,Pajistele,Gorj,GJ
23.5,44.94,Rogojeni,Gorj,GJ
23.53,45.12,Jeristea,Gorj,GJ
23.5,44.92,Boia,Gorj,GJ
23.11,44.93,Stejerei,Gorj,GJ
25.81,46.36,Miercurea Ciuc,Harghita,HR
25.3,46.31,Odorheiu Secuiesc,Harghita,HR
25.61,46.72,Gheorgheni,Harghita,HR
25.35,46.92,Toplita,Harghita,HR
25.81,46.66,Balan,Harghita,HR
25.03,46.29,Cristuru Secuiesc,Harghita,HR
25.53,46.35,Vlahita,Harghita,HR
25.79,46.58,Sandominic,Harghita,HR
25.45,46.79,Remetea,Harghita,HR
25.5,46.8,Ditrau,Harghita,HR
25.51,46.7,Joseni,Harghita,HR
25.19,46.47,Corund,Harghita,HR
25.52,46.68,Ciumani,Harghita,HR
25.37,46.39,Zetea,Harghita,HR
25.13,46.55,Praid,Harghita,HR
25.49,46.27,Lueta,Harghita,HR
25.54,46.75,Lazarea,Harghita,HR
25.76,46.97,Tulghes,Harghita,HR
25.56,46.67,Suseni,Harghita,HR
25.56,46.97,Borsec,Harghita,HR
25.75,46.44,Siculeni,Harghita,HR
25.78,46.56,Tomesti,Harghita,HR
25.78,46.41,Ciceu,Harghita,HR
25.85,46.31,Sancraieni,Harghita,HR
25.89,46.26,Sansimion,Harghita,HR
25.75,46.52,Danesti,Harghita,HR
25.49,47.07,Bilbor,Harghita,HR
25.75,46.49,Madaras,Harghita,HR
25.96,46.62,Valea Rece,Harghita,HR
25.52,46.36,Capalnita,Harghita,HR
25.85,46.28,Santimbru,Harghita,HR
25.38,46.95,Vale,Harghita,HR
25.38,46.34,Satu Mare,Harghita,HR
25.41,46.91,Galautas,Harghita,HR
25.96,46.32,Ciucsangeorgiu,Harghita,HR
